,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
10,0.46027023,0.5886461,0.58503836,0.3063049,0.35890245,0.39666834,0.51660126,0.2102082,0.85069853,0.49721813,1.0,0.22518733,0.48744813,0.5393361,0.49415982,0.6111886,0.6713693,0.690534,0.1542515,0.41120133,0.46363088,0.5212004,0.4006868,0.392273,0.19615953,0.3092258,0.72256786,0.48029295,0.73969626,0.18742512,0.49523327,0.5146212,0.42895877,0.2205012,0.57920057,0.31020692,0.03431032,0.5471805,0.424703,0.68828946,0.32841557,0.35049728,0.2261973,0.5534679,0.25674886,0.44161868,0.5795967,0.11999181,0.5573052,0.3432513,0.4535051,0.5705949,0.35780486,0.6473866,0.52216333,0.5616194,0.6983637,0.38680828,0.43922958,0.50444543,0.592037,0.5885942,0.42319667,0.5621914
11,0.493605,0.5243819,-0.01665618,0.39301723,0.4630961,0.31866667,0.35539797,0.552978,0.3418732,0.65108263,0.22518733,1.0,0.25164044,0.42440054,0.30144244,0.19652292,0.17099503,0.34608832,0.51618075,0.33470526,0.5362847,0.20711404,0.43809497,0.17677844,0.55123204,0.49352965,0.38150078,0.57400906,0.050375365,0.44002318,0.070286214,0.4168591,0.58936924,0.5757293,0.26201394,0.4222473,0.521565,0.45308337,0.4438683,0.3773871,0.39765972,0.47716603,0.6029654,0.5313876,0.53862435,0.0197409,0.5553097,0.53589565,0.38694406,0.5300466,0.51318455,0.34296653,0.3402459,0.42733997,0.1634145,0.3054916,0.4787649,0.5209755,0.17438923,0.11199112,0.12174378,0.27752843,0.6436155,0.50054926
12,0.23746784,0.51090014,0.6032863,0.1533991,0.27826816,0.18521991,0.5203935,0.26336756,0.3984308,0.24955995,0.48744813,0.25164044,1.0,0.24522322,0.122312136,0.676971,0.402238,0.09988401,0.2605544,0.8217208,0.25937706,0.14949465,0.16263014,0.7931027,0.27381182,0.21140791,0.41444042,0.27436614,0.6890476,0.22275451,0.6421185,0.16254868,0.18628083,0.2335585,0.61700344,0.23864764,0.053835608,0.24847713,0.32442278,0.44663832,0.2551702,0.6883167,0.09826313,0.2230753,0.19397235,0.6940653,0.4064349,0.046182007,0.50875664,0.15710476,0.2134066,0.36243758,0.49789488,0.4051473,0.7703245,0.5156254,0.30220821,0.19691962,0.24341865,0.7401028,0.4546619,0.22752342,0.53053,0.3459255
13,0.7799178,0.39803866,0.09499849,0.7556102,0.59906715,0.37657526,0.4678014,0.22902265,0.6573107,0.3776946,0.5393361,0.42440054,0.24522322,1.0,0.4701459,0.30638942,0.3251122,0.62861294,0.20856157,0.2891977,0.3975371,0.40984264,0.49521545,0.11545328,0.2978616,0.223442,0.5664535,0.3951279,0.22221953,0.5277786,0.08607082,0.71393645,0.38280588,0.12751313,0.3042677,0.65485567,0.20930804,0.55897766,0.68009335,0.3562807,0.30158788,0.3088458,0.45167226,0.37235695,0.17298183,0.050509408,0.5010884,0.5325693,0.3051013,0.27721903,0.6538594,0.5083544,0.4266751,0.75897247,0.21619356,0.47629198,0.70930713,0.5930108,0.6043134,0.142801,0.33260727,0.6205612,0.31473285,0.5967997
14,0.4078804,0.35423708,0.13212164,0.37798858,0.33716354,0.19844232,0.38290524,0.25686556,0.4537751,0.23502508,0.49415982,0.30144247,0.122312136,0.4701459,1.0,0.1086954,0.23702651,0.59972066,0.33122167,0.09920733,0.38122883,0.70499885,0.27904302,0.06414816,0.17765468,0.24415775,0.3980126,0.39188057,0.21454473,0.27483618,0.050906,0.38583222,0.30711678,0.10042623,0.18852882,0.28809294,0.2214262,0.3626767,0.36629137,0.21582527,0.5382937,0.18238388,0.33755884,0.435217,0.20990928,0.06848553,0.42257434,0.30834594,0.2513519,0.09587313,0.3556678,0.24540065,0.25563592,0.48183313,0.087260455,0.27158752,0.46431485,0.35309988,0.2568324,0.047342006,0.19775048,0.31972596,0.33382875,0.49799645
15,0.3011117,0.5075453,0.630936,0.2208956,0.25613835,0.29964232,0.5701562,0.113777265,0.55592984,0.33762383,0.6111886,0.19652292,0.67697096,0.30638942,0.1086954,1.0,0.58295304,0.19576767,0.051332865,0.6096054,0.28076556,0.1850371,0.19280231,0.7370828,0.20354731,0.09985786,0.62322,0.2893485,0.7394179,0.15744813,0.63909614,0.2642265,0.30467564,0.11905962,0.6184034,0.15467311,-0.10767912,0.4045771,0.31426135,0.55651975,0.28033742,0.5977641,0.11395157,0.21661425,0.18473911,0.67525125,0.42519686,-0.06290544,0.72775465,0.2708332,0.2244106,0.47621903,0.4317389,0.4234054,0.7526982,0.6498993,0.43821332,0.1503236,0.38299942,0.667537,0.6438709,0.3819933,0.530496,0.346181
16,0.4008207,0.5575019,0.6447057,0.23820522,0.31030387,0.6144804,0.59082067,0.17006135,0.716758,0.49210307,0.67136925,0.17099501,0.402238,0.3251122,0.23702651,0.58295304,1.0,0.39175814,0.031419437,0.42930534,0.38195884,0.2690343,0.5175902,0.37786108,0.24198724,0.3347763,0.6501012,0.34478733,0.63580585,0.22349301,0.6517875,0.45978683,0.36654022,0.25815824,0.6331589,0.25573155,0.06826343,0.652122,0.3872677,0.79184836,0.18685688,0.31416437,0.20624968,0.33170816,0.2682195,0.47452167,0.525649,0.07171179,0.59556746,0.49482757,0.37572557,0.6433285,0.29105806,0.49125946,0.57582533,0.5288743,0.49913213,0.42793393,0.49870628,0.6028525,0.81288767,0.65720147,0.42847884,0.49081284
17,0.44593924,0.49866593,0.14234261,0.43030447,0.5706807,0.3243201,0.32260925,0.29922158,0.64588326,0.47054306,0.690534,0.34608832,0.09988401,0.62861294,0.59972066,0.19576769,0.39175814,1.0,0.31767836,0.14286023,0.49693128,0.62720776,0.5283656,0.009403355,0.27810463,0.4569195,0.6701837,0.5151694,0.26707223,0.2890462,0.08681436,0.49826077,0.56682426,0.27049357,0.3565308,0.2467878,0.30590433,0.45081934,0.38131273,0.44551614,0.31541464,0.13479099,0.5676319,0.6024304,0.26926714,-0.01787296,0.5565184,0.34127203,0.30651212,0.32619673,0.4863118,0.29927257,0.35224116,0.6698827,0.16846454,0.31641197,0.70881075,0.566482,0.20023161,0.06071847,0.1990886,0.40068415,0.29281837,0.55142015
18,0.1403963,0.51681215,-0.04001007,0.17767572,0.43185017,0.17950931,0.3403232,0.7601248,0.11748289,0.38679966,0.15425152,0.51618075,0.2605544,0.20856157,0.33122167,0.05133287,0.031419437,0.31767836,1.0,0.3725008,0.4719418,0.31948903,0.2786237,0.122994065,0.72980636,0.65849584,0.17769629,0.6087794,0.011032352,0.26913372,0.049082667,0.05428172,0.46471143,0.62429583,0.20794554,0.090536915,0.6407307,0.060842093,0.23853643,0.21454512,0.6224352,0.4627856,0.54518837,0.61404455,0.6186564,-0.025565673,0.4506196,0.25720888,0.24102561,0.19400167,0.23203164,-0.007271758,0.38138485,0.23265915,0.16287656,0.04205188,0.18903603,0.32168657,-0.099871255,0.07497726,-0.0061018774,-0.02101867,0.5758769,0.3354024
19,0.3075158,0.59230953,0.48188695,0.25712493,0.46550435,0.30397567,0.570796,0.3794206,0.38342816,0.3097499,0.41120133,0.33470526,0.8217208,0.28919774,0.09920733,0.60960543,0.42930537,0.14286022,0.3725008,1.0,0.36884075,0.17222609,0.2919937,0.7031682,0.45277476,0.3695295,0.44794297,0.40075034,0.54449236,0.3034752,0.62382495,0.21557069,0.2760874,0.37308016,0.6584202,0.2698919,0.24502355,0.28530243,0.3674421,0.49400574,0.3008701,0.73961365,0.29413953,0.33180842,0.32679302,0.54889905,0.4928764,0.15073173,0.51991284,0.22903821,0.28223675,0.34881884,0.6125,0.44548258,0.7373469,0.5460991,0.3248579,0.31417656,0.2369846,0.678527,0.40974763,0.24705677,0.5854827,0.3749257
